#,Song,Artist,Genres,Album,Album Date
1768,Jungle,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Carnival Of Souls: The Final Sessions,1997-10-28
1769,In My Head,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Carnival Of Souls: The Final Sessions,1997-10-28
1770,It Never Goes Away,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Carnival Of Souls: The Final Sessions,1997-10-28
1771,Seduction Of The Innocent,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Carnival Of Souls: The Final Sessions,1997-10-28
1772,I Confess,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Carnival Of Souls: The Final Sessions,1997-10-28
1773,In The Mirror,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Carnival Of Souls: The Final Sessions,1997-10-28
1774,I Walk Alone,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Carnival Of Souls: The Final Sessions,1997-10-28
1775,Psycho Circus,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Psycho Circus,1998-01-01
1776,Within,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Psycho Circus,1998-01-01
1777,I Pledge Allegiance To The State Of Rock & Roll,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Psycho Circus,1998-01-01
1778,Into The Void,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Psycho Circus,1998-01-01
1779,We Are One,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Psycho Circus,1998-01-01
1780,Raise Your Glasses,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Psycho Circus,1998-01-01
1781,I Finally Found My Way,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Psycho Circus,1998-01-01
1782,Dreamin',KISS,"glam rock, glam metal, hard rock, rock, classic rock",Psycho Circus,1998-01-01
1783,"Journey Of 1,000 Years",KISS,"glam rock, glam metal, hard rock, rock, classic rock",Psycho Circus,1998-01-01
1784,Deuce - Live,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Symphony: Alive IV,2003-07-22
1785,Strutter - Live,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Symphony: Alive IV,2003-07-22
1786,"Let Me Go, Rock 'n' Roll - Live",KISS,"glam rock, glam metal, hard rock, rock, classic rock",Symphony: Alive IV,2003-07-22
1787,Lick It Up - Live,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Symphony: Alive IV,2003-07-22
1788,Calling Dr. Love - Live,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Symphony: Alive IV,2003-07-22
1789,Psycho Circus - Live,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Symphony: Alive IV,2003-07-22
1790,Beth - Live,"KISS, The Melbourne Symphony Ensemble","glam rock, glam metal, hard rock, rock, classic rock",Symphony: Alive IV,2003-07-22
1791,Forever - Live,"KISS, The Melbourne Symphony Ensemble","glam rock, glam metal, hard rock, rock, classic rock",Symphony: Alive IV,2003-07-22
1792,Goin' Blind - Live,"KISS, The Melbourne Symphony Ensemble","glam rock, glam metal, hard rock, rock, classic rock",Symphony: Alive IV,2003-07-22
1793,Sure Know Something - Live,"KISS, The Melbourne Symphony Ensemble","glam rock, glam metal, hard rock, rock, classic rock",Symphony: Alive IV,2003-07-22
1794,Shandi - Live,"KISS, The Melbourne Symphony Ensemble","glam rock, glam metal, hard rock, rock, classic rock",Symphony: Alive IV,2003-07-22
1795,Detroit Rock City - Live,"KISS, Melbourne Symphony Orchestra","glam rock, glam metal, hard rock, rock, classic rock, orchestral",Symphony: Alive IV,2003-07-22
1796,King of the Night Time World - Live,"KISS, Melbourne Symphony Orchestra","glam rock, glam metal, hard rock, rock, classic rock, orchestral",Symphony: Alive IV,2003-07-22
1797,Do You Love Me - Live,"KISS, Melbourne Symphony Orchestra","glam rock, glam metal, hard rock, rock, classic rock, orchestral",Symphony: Alive IV,2003-07-22
1798,Shout It Out Loud - Live,"KISS, Melbourne Symphony Orchestra","glam rock, glam metal, hard rock, rock, classic rock, orchestral",Symphony: Alive IV,2003-07-22
1799,God of Thunder - Live,"KISS, Melbourne Symphony Orchestra","glam rock, glam metal, hard rock, rock, classic rock, orchestral",Symphony: Alive IV,2003-07-22
1800,Love Gun - Live,"KISS, Melbourne Symphony Orchestra","glam rock, glam metal, hard rock, rock, classic rock, orchestral",Symphony: Alive IV,2003-07-22
1801,Black Diamond - Live,"KISS, Melbourne Symphony Orchestra","glam rock, glam metal, hard rock, rock, classic rock, orchestral",Symphony: Alive IV,2003-07-22
1802,Great Expectations - Live,"KISS, Melbourne Symphony Orchestra","glam rock, glam metal, hard rock, rock, classic rock, orchestral",Symphony: Alive IV,2003-07-22
1803,I Was Made for Lovin' You - Live,"KISS, Melbourne Symphony Orchestra","glam rock, glam metal, hard rock, rock, classic rock, orchestral",Symphony: Alive IV,2003-07-22
1804,Rock and Roll All Nite - Live,"KISS, Melbourne Symphony Orchestra","glam rock, glam metal, hard rock, rock, classic rock, orchestral",Symphony: Alive IV,2003-07-22
1805,Hell Or Hallelujah,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Monster,2012-01-01
1806,Wall Of Sound,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Monster,2012-01-01
1807,Freak,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Monster,2012-01-01
1808,Back To The Stone Age,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Monster,2012-01-01
1809,Shout Mercy,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Monster,2012-01-01
1810,Long Way Down,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Monster,2012-01-01
1811,Eat Your Heart Out,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Monster,2012-01-01
1812,The Devil Is Me,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Monster,2012-01-01
1813,Outta This World,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Monster,2012-01-01
1814,All For The Love Of Rock & Roll,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Monster,2012-01-01
1815,Take Me Down Below,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Monster,2012-01-01
1816,Last Chance,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Monster,2012-01-01
1817,Creatures Of The Night - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1818,Deuce - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1819,I Just Wanna - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1820,Unholy - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1821,Heaven's On Fire - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1822,Watchin' You - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1823,Domino - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1824,I Was Made For Lovin' You - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1825,I Still Love You - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1826,Rock And Roll All Nite - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1827,Lick It Up - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1828,Forever - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1829,I Love It Loud - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1830,Detroit Rock City - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1831,God Gave Rock 'N' Roll To You II - Live/1992,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
1832,Star Spangled Banner -  Alive III  Version,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive III,1993-01-01
